KY2021,KH2012,KH2013,uniprot,fullname
KY21.Chr3.1072,,,O43759,Synaptogyrin-1 {ECO:0000305}
KY21.Chr3.1073,KH.C3.309,KH.C3.309,Q86YA3,5'-3' DNA helicase ZGRF1 {ECO:0000303|PubMed:32640219}
KY21.Chr3.1075,,,P98161,Polycystin-1 {ECO:0000305}
KY21.Chr3.1076,KH.C3.38,KH.C3.38,Q9Y3B7,Large ribosomal subunit protein uL11m {ECO:0000303|PubMed:25278503}
KY21.Chr3.1077,KH.C3.682,KH.C3.682,Q9P0J6,Large ribosomal subunit protein bL36m {ECO:0000303|PubMed:25278503}
KY21.Chr3.1078,KH.C3.877,KH.C3.877,Q9UEG4,Zinc finger protein 629
KY21.Chr3.1079,KH.C3.241,KH.C3.241,Q9BW91,"ADP-ribose pyrophosphatase, mitochondrial"
KY21.Chr3.108,KH.S489.4,KH.S489.4,P16109,P-selectin
KY21.Chr3.1080,KH.C3.889,KH.C3.889,Q96T76,MMS19 nucleotide excision repair protein homolog {ECO:0000305}
KY21.Chr3.1081,KH.C3.86,KH.C3.86,Q8IUC4,Rhophilin-2
KY21.Chr3.1082,KH.C3.814,KH.C3.814,P09493,Tropomyosin alpha-1 chain
KY21.Chr3.1083,KH.C3.767,KH.C3.767,Q9H1B5,Xylosyltransferase 2
KY21.Chr3.1084,KH.C3.370,KH.C3.370,Q9NZJ6,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial {ECO:0000255|HAMAP-Rule:MF_03190}"
KY21.Chr3.1085,,,Q9NZJ6,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial {ECO:0000255|HAMAP-Rule:MF_03190}"
KY21.Chr3.1086,KH.C3.453,KH.C3.453,Q9HAV5,Tumor necrosis factor receptor superfamily member 27
KY21.Chr3.1088,KH.C3.155,KH.C3.155,Q96MU7,YTH domain-containing protein 1 {ECO:0000305}
KY21.Chr3.1089,KH.C3.456,KH.C3.456,Q8WXH2,Junctophilin-3
KY21.Chr3.109,KH.L14.2,KH.L14.2,Q9HAS3,Solute carrier family 28 member 3
KY21.Chr3.1090,KH.C3.619,KH.C3.619,Q86T65,Disheveled-associated activator of morphogenesis 2
KY21.Chr3.1093,KH.C3.493,KH.C3.493,P19174,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 {ECO:0000305}"
KY21.Chr3.1094,KH.C3.451,KH.C3.451,Q9NXR1,Nuclear distribution protein nudE homolog 1
KY21.Chr3.1095,KH.C3.514,KH.C3.514,Q15546,Monocyte to macrophage differentiation factor {ECO:0000303|PubMed:7503749}
KY21.Chr3.1096,,,Q9Y3E2,BolA-like protein 1 {ECO:0000305}
KY21.Chr3.1097,KH.C3.741,KH.C3.741,Q9H6K4,Optic atrophy 3 protein
KY21.Chr3.1098,KH.C3.550,KH.C3.550,Q9Y6R9,Centrosomal protein CCDC61 {ECO:0000303|PubMed:30354798}
KY21.Chr3.1099,KH.C3.442,KH.C3.442,Q86XK2,F-box only protein 11
KY21.Chr3.11,,,P13533,Myosin-6
KY21.Chr3.1100,KH.C3.532,KH.C3.532,Q05469,Hormone-sensitive lipase
KY21.Chr3.1101,KH.C3.61,KH.C3.61,Q99933,BAG family molecular chaperone regulator 1
KY21.Chr3.1102,KH.C3.356,KH.C3.356,Q9BTZ2,Dehydrogenase/reductase SDR family member 4 {ECO:0000303|PubMed:19027726}
KY21.Chr3.1103,KH.C3.636,KH.C3.636,P52701,DNA mismatch repair protein Msh6 {ECO:0000250|UniProtKB:P54276}
KY21.Chr3.1104,KH.C3.661,KH.C3.661,P09493,Tropomyosin alpha-1 chain
KY21.Chr3.1105,,,A6NKG5,Retrotransposon-like protein 1
KY21.Chr3.1106,KH.C3.887,KH.C3.887,Q8NCU4,Coiled-coil domain-containing protein 191
KY21.Chr3.1107,KH.C3.902,KH.C3.902,Q8WYA0,Intraflagellar transport protein 81 homolog
KY21.Chr3.1108,KH.C3.195,KH.C3.195,O14512,Suppressor of cytokine signaling 7 {ECO:0000305}
KY21.Chr3.1110,KH.C3.29,KH.C3.29,O95684,Centrosomal protein 43 {ECO:0000305}
KY21.Chr3.1111,KH.C3.113,KH.C3.113,Q86YB8,ERO1-like protein beta
KY21.Chr3.1112,KH.C3.668,KH.C3.668,Q96FM1,Post-GPI attachment to proteins factor 3
KY21.Chr3.1113,KH.C3.260,KH.C3.260,O14618,Copper chaperone for superoxide dismutase {ECO:0000305}
KY21.Chr3.1114,KH.C3.512,KH.C3.512,P41091,Eukaryotic translation initiation factor 2 subunit 3
KY21.Chr3.1116,KH.C3.418,KH.C3.418,Q9Y4P8,WD repeat domain phosphoinositide-interacting protein 2 {ECO:0000305}
KY21.Chr3.1117,KH.C3.116,KH.C3.116,O15091,Mitochondrial ribonuclease P catalytic subunit
KY21.Chr3.1118,KH.C3.487,KH.C3.487,Q6ZSM3,Monocarboxylate transporter 12 {ECO:0000305}
KY21.Chr3.1119,KH.C3.106,KH.C3.106,Q99708,DNA endonuclease RBBP8
KY21.Chr3.112,KH.L14.1,KH.L14.1,Q8WY64,E3 ubiquitin-protein ligase MYLIP
KY21.Chr3.1121,KH.C3.399,KH.C3.399,Q93009,Ubiquitin carboxyl-terminal hydrolase 7
KY21.Chr3.1122,KH.C3.30,KH.C3.30,Q6ZRS2,Helicase SRCAP
KY21.Chr3.1123,KH.C3.617,KH.C3.617,P30531,Sodium- and chloride-dependent GABA transporter 1
KY21.Chr3.1125,KH.C3.405,KH.C3.405,Q86TU7,Actin-histidine N-methyltransferase {ECO:0000305}
KY21.Chr3.1126,KH.C3.608,KH.C3.608,Q9UID3,Vacuolar protein sorting-associated protein 51 homolog
KY21.Chr3.1127,KH.C3.105,KH.C3.105,P24821,Tenascin
KY21.Chr3.1129,KH.C3.596,KH.C3.596,Q969F2,Protein naked cuticle homolog 2
KY21.Chr3.113,KH.S776.2,KH.S776.2,O95995,Dynein regulatory complex subunit 4 {ECO:0000303|PubMed:27120127}
KY21.Chr3.1130,KH.C3.678,KH.C3.678,Q9Y6H3,Mitochondrial inner membrane protease ATP23 homolog
KY21.Chr3.1131,KH.C3.83,KH.C3.83,Q9UIU6,Homeobox protein SIX4
KY21.Chr3.1132,KH.C3.924,KH.C3.924,P32245,Melanocortin receptor 4
KY21.Chr3.1136,KH.C3.828,KH.C3.828,P38432,Coilin
KY21.Chr3.1137,KH.C3.24,KH.C3.24,P07099,Epoxide hydrolase 1 {ECO:0000305}
KY21.Chr3.1139,,,O75093,Slit homolog 1 protein
KY21.Chr3.114,KH.S776.1,KH.S776.1,P08183,ATP-dependent translocase ABCB1 {ECO:0000305}
KY21.Chr3.1140,KH.C3.117,KH.C3.117,P49746,Thrombospondin-3
KY21.Chr3.1142,KH.C3.345,KH.C3.345,O43451,Maltase-glucoamylase {ECO:0000303|PubMed:22058037}
KY21.Chr3.1144,KH.C3.338,KH.C3.338,P16444,Dipeptidase 1
KY21.Chr3.1145,KH.C3.284,KH.C3.284,Q9UF56,F-box/LRR-repeat protein 17 {ECO:0000303|PubMed:24035498}
KY21.Chr3.1147,KH.C3.717,KH.C3.717,P26378,ELAV-like protein 4
KY21.Chr3.1148,KH.C3.420,KH.C3.420,Q9H8X2,Inositol-pentakisphosphate 2-kinase
KY21.Chr3.115,KH.S403.6,KH.S403.6,P08183,ATP-dependent translocase ABCB1 {ECO:0000305}
KY21.Chr3.1150,KH.C3.888,KH.C3.888,Q5VTU8,"ATP synthase subunit epsilon-like protein, mitochondrial {ECO:0000305}"
KY21.Chr3.1151,KH.C3.796,KH.C3.796,O43290,U4/U6.U5 tri-snRNP-associated protein 1
KY21.Chr3.1152,KH.C3.574,KH.C3.574,Q93099,"Homogentisate 1,2-dioxygenase"
KY21.Chr3.1153,KH.C3.920,KH.C3.920,Q8IWD5,Major facilitator superfamily domain-containing protein 6-like
KY21.Chr3.1155,KH.C3.918,KH.C3.918,Q6NYC1,Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 {ECO:0000305}
KY21.Chr3.1156,,,Q6NYC1,Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 {ECO:0000305}
KY21.Chr3.1157,,,Q6NYC1,Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 {ECO:0000305}
KY21.Chr3.1158,,,Q6NYC1,Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 {ECO:0000305}
KY21.Chr3.116,KH.S403.5,KH.S403.5,P10619,Lysosomal protective protein
KY21.Chr3.1160,KH.C3.652,KH.C3.652,Q6NYC1,Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 {ECO:0000305}
KY21.Chr3.1161,KH.C3.805,KH.C3.805,Q6NYC1,Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 {ECO:0000305}
KY21.Chr3.1162,KH.C3.185,KH.C3.185,Q6NYC1,Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 {ECO:0000305}
KY21.Chr3.1164,KH.C3.562,KH.C3.562,Q9HD67,Unconventional myosin-X
KY21.Chr3.1165,KH.C3.243,KH.C3.243,O95292,Vesicle-associated membrane protein-associated protein B/C {ECO:0000305}
KY21.Chr3.1166,KH.C3.126,KH.C3.126,Q9BYK8,3'-5' exoribonuclease HELZ2
KY21.Chr3.1167,KH.C3.85,KH.C3.85,Q96T49,Protein phosphatase 1 regulatory inhibitor subunit 16B
KY21.Chr3.1168,KH.C3.8,KH.C3.8,P24534,Elongation factor 1-beta
KY21.Chr3.1169,KH.C3.157,KH.C3.157,B7ZC32,Kinesin-like protein KIF28P
KY21.Chr3.117,KH.S403.4,KH.S403.4,O75600,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial"
KY21.Chr3.1171,KH.C3.107,KH.C3.107,Q86XI6,Protein phosphatase 1 regulatory subunit 3B
KY21.Chr3.1172,KH.C3.324,KH.C3.324,Q8NDX2,Vesicular glutamate transporter 3 {ECO:0000303|PubMed:12151341}
KY21.Chr3.1174,,,Q00688,Peptidyl-prolyl cis-trans isomerase FKBP3
KY21.Chr3.1175,KH.C3.580,KH.C3.580,Q8NHV5,Modulator of smoothened protein {ECO:0000312|HGNC:HGNC:27087}
KY21.Chr3.1176,KH.C3.98,KH.C3.98,Q9HAC7,Succinyl-CoA:glutarate CoA-transferase {ECO:0000303|PubMed:38915184}
KY21.Chr3.1178,KH.C3.71,KH.C3.71,P56589,Peroxisomal biogenesis factor 3
KY21.Chr3.1179,KH.C3.2,KH.C3.2,Q96A19,Coiled-coil domain-containing protein 102A
KY21.Chr3.118,KH.S403.2,KH.S403.2,O76080,AN1-type zinc finger protein 5
KY21.Chr3.1180,KH.C3.849,KH.C3.849,P35475,Alpha-L-iduronidase
KY21.Chr3.1181,KH.C3.27,KH.C3.27,Q9NZI7,Upstream-binding protein 1
KY21.Chr3.1182,KH.C3.300,KH.C3.300,P48764,Sodium/hydrogen exchanger 3 {ECO:0000305}
KY21.Chr3.1183,KH.C3.398,KH.C3.398,Q68CZ1,Protein fantom
KY21.Chr3.1184,,,Q6UXB8,Peptidase inhibitor 16
KY21.Chr3.1185,KH.S1614.1,KH.S1614.1,P11166,"Solute carrier family 2, facilitated glucose transporter member 1 {ECO:0000305}"
KY21.Chr3.1186,KH.C3.790,KH.C3.790,P13671,Complement component C6
KY21.Chr3.1187,KH.C3.373,KH.C3.373,P13671,Complement component C6
KY21.Chr3.1189,KH.C3.795,KH.C3.795,P13671,Complement component C6
KY21.Chr3.1191,KH.C3.561,KH.C3.561,P63261,"Actin, cytoplasmic 2"
KY21.Chr3.1192,KH.C3.879,KH.C3.879,O14544,Suppressor of cytokine signaling 6
KY21.Chr3.1193,KH.C3.35,KH.C3.35,Q15334,Lethal(2) giant larvae protein homolog 1
KY21.Chr3.1194,KH.C3.415,KH.C3.415,Q9NXR5,Ankyrin repeat domain-containing protein 10
KY21.Chr3.1196,KH.C3.746,KH.C3.746,A0AVF1,Intraflagellar transport protein 56 {ECO:0000305}
KY21.Chr3.1198,KH.C3.230,KH.C3.230,O15105,Mothers against decapentaplegic homolog 7
KY21.Chr3.1199,KH.C3.815,KH.C3.815,Q8IZU8,Dermatan-sulfate epimerase-like protein
KY21.Chr3.12,KH.L164.11,KH.L164.11,P12883,Myosin-7
KY21.Chr3.120,KH.S403.1,KH.S403.1,Q5JTN6,WD repeat-containing protein 38
KY21.Chr3.1200,KH.C3.469,KH.C3.469,Q9Y5Z4,Heme-binding protein 2
KY21.Chr3.1201,KH.C3.673,KH.C3.673,Q9UJK0,18S rRNA aminocarboxypropyltransferase {ECO:0000305}
KY21.Chr3.1202,KH.C3.928,KH.C3.928,Q9NPB0,SAYSvFN domain-containing protein 1 {ECO:0000305}
KY21.Chr3.1203,KH.C3.518,KH.C3.518,O43292,Glycosylphosphatidylinositol anchor attachment 1 protein
KY21.Chr3.1204,KH.C3.927,KH.C3.927,Q9NX55,Huntingtin-interacting protein K {ECO:0000305}
KY21.Chr3.1205,KH.C3.181,KH.C3.181,Q9ULW0,Targeting protein for Xklp2
KY21.Chr3.1208,KH.C3.583,KH.C3.583,Q96JJ7,Protein disulfide-isomerase TMX3
KY21.Chr3.1209,KH.C3.444,KH.C3.444,Q13608,Peroxisomal ATPase PEX6 {ECO:0000305}
KY21.Chr3.121,KH.S403.9,KH.S403.9,Q13426,DNA repair protein XRCC4 {ECO:0000305}
KY21.Chr3.1210,,,A0JLT2,Mediator of RNA polymerase II transcription subunit 19
KY21.Chr3.1211,KH.C3.104,KH.C3.104,P28074,Proteasome subunit beta type-5 {ECO:0000305}
KY21.Chr3.1212,KH.C3.638,KH.C3.638,Q8IZF6,Adhesion G-protein coupled receptor G4 {ECO:0000303|PubMed:25713288}
KY21.Chr3.1213,KH.C3.428,KH.C3.428,P0C870,"Bifunctional peptidase and (3S)-lysyl hydroxylase JMJD7 {ECO:0000305|PubMed:28847961, ECO:0000305|PubMed:29915238}"
KY21.Chr3.1214,KH.C3.861,KH.C3.861,Q8N5D0,WD and tetratricopeptide repeats protein 1
KY21.Chr3.1216,KH.C3.670,KH.C3.670,Q9UNE7,E3 ubiquitin-protein ligase CHIP {ECO:0000305}
KY21.Chr3.1217,,,Q9H1A3,Protein-L-histidine N-pros-methyltransferase {ECO:0000305}
KY21.Chr3.1219,KH.C3.768,KH.C3.768,Q96JB1,Dynein axonemal heavy chain 8 {ECO:0000305}
KY21.Chr3.122,KH.S403.3,KH.S403.3,Q9BZV1,UBX domain-containing protein 6 {ECO:0000305}
KY21.Chr3.1221,KH.C3.248,KH.C3.248,P42677,Small ribosomal subunit protein eS27 {ECO:0000303|PubMed:24524803}
KY21.Chr3.1222,KH.C3.800,KH.C3.800,Q09161,Nuclear cap-binding protein subunit 1
KY21.Chr3.1223,KH.C3.119,KH.C3.119,Q9Y3B8,"Oligoribonuclease, mitochondrial"
KY21.Chr3.1224,KH.C3.366,KH.C3.366,Q96DX4,RING finger and SPRY domain-containing protein 1
KY21.Chr3.1225,KH.C3.139,KH.C3.139,P31689,DnaJ homolog subfamily A member 1
KY21.Chr3.1226,KH.C3.389,KH.C3.389,P61019,Ras-related protein Rab-2A {ECO:0000305}
KY21.Chr3.1227,KH.C3.727,KH.C3.727,Q9NWQ9,Uncharacterized protein C14orf119
KY21.Chr3.1229,KH.C3.327,KH.C3.327,Q9Y5B0,RNA polymerase II subunit A C-terminal domain phosphatase
KY21.Chr3.123,KH.S403.8,KH.S403.8,O76021,Ribosomal L1 domain-containing protein 1
KY21.Chr3.1230,,,P18583,Protein SON
KY21.Chr3.1232,,,Q92752,Tenascin-R
KY21.Chr3.1233,,,Q9NWS0,PIH1 domain-containing protein 1
KY21.Chr3.1234,KH.C3.517,KH.C3.517,O00762,Ubiquitin-conjugating enzyme E2 C
KY21.Chr3.1235,KH.C3.820,KH.C3.820,Q86U42,Polyadenylate-binding protein 2 {ECO:0000305}
KY21.Chr3.1239,KH.C3.700,KH.C3.700,P16591,Tyrosine-protein kinase Fer
KY21.Chr3.124,KH.L90.3,KH.L90.3,Q9H4I8,Serine hydrolase-like protein 2
KY21.Chr3.1240,KH.C3.439,KH.C3.439,Q5VXM1,CUB domain-containing protein 2
KY21.Chr3.1241,KH.C3.693,KH.C3.693,Q32MK0,Myosin light chain kinase 3
KY21.Chr3.1243,KH.C3.875,KH.C3.875,Q9P209,Centrosomal protein of 72 kDa
KY21.Chr3.1244,KH.C3.276,KH.C3.276,Q99798,"Aconitate hydratase, mitochondrial"
KY21.Chr3.1245,KH.C3.238,KH.C3.238,Q9Y4R8,Telomere length regulation protein TEL2 homolog
KY21.Chr3.1247,KH.C3.272,KH.C3.272,P35221,Catenin alpha-1 {ECO:0000312|HGNC:HGNC:2509}
KY21.Chr3.1249,KH.C3.725,KH.C3.725,Q96PF2,Testis-specific serine/threonine-protein kinase 2
KY21.Chr3.125,KH.L90.6,KH.L90.6,Q9H4I8,Serine hydrolase-like protein 2
KY21.Chr3.1250,KH.C3.570,KH.C3.570,Q6YHU6,tRNA (32-2'-O)-methyltransferase regulator THADA {ECO:0000305}
KY21.Chr3.1252,KH.C3.848,KH.C3.848,Q9BTE6,Alanyl-tRNA editing protein Aarsd1
KY21.Chr3.1253,,,P11277,"Spectrin beta chain, erythrocytic"
KY21.Chr3.1254,KH.C3.257,KH.C3.257,Q01082,"Spectrin beta chain, non-erythrocytic 1"
KY21.Chr3.1257,KH.C3.675,KH.C3.675,Q9P2L0,WD repeat-containing protein 35 {ECO:0000305}
KY21.Chr3.1258,KH.C3.886,KH.C3.886,O75093,Slit homolog 1 protein
KY21.Chr3.126,KH.L90.2,KH.L90.2,P05181,Cytochrome P450 2E1 {ECO:0000303|PubMed:8031147}
KY21.Chr3.1260,KH.C3.379,KH.C3.379,Q06033,Inter-alpha-trypsin inhibitor heavy chain H3
KY21.Chr3.1262,KH.C3.585,KH.C3.585,O15162,Phospholipid scramblase 1
KY21.Chr3.1263,KH.C3.149,KH.C3.149,O15162,Phospholipid scramblase 1
KY21.Chr3.1264,,,Q6TFL4,Kelch-like protein 24
KY21.Chr3.1265,KH.C3.524,KH.C3.524,O15162,Phospholipid scramblase 1
KY21.Chr3.1266,KH.C3.11,KH.C3.11,P05164,Myeloperoxidase
KY21.Chr3.1267,,,Q92626,Peroxidasin homolog {ECO:0000305}
KY21.Chr3.1268,KH.C3.167,KH.C3.167,Q92626,Peroxidasin homolog {ECO:0000305}
KY21.Chr3.1269,KH.C3.228,KH.C3.228,P53396,ATP-citrate synthase
KY21.Chr3.127,KH.L90.5,KH.L90.5,Q9NRW4,Dual specificity protein phosphatase 22 {ECO:0000303|PubMed:38225265}
KY21.Chr3.1270,KH.C3.132,KH.C3.132,P61803,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 {ECO:0000305}
KY21.Chr3.1271,KH.C3.781,KH.C3.781,P08670,Vimentin {ECO:0000312|HGNC:HGNC:12692}
KY21.Chr3.1272,KH.C3.214,KH.C3.214,P08247,Synaptophysin
KY21.Chr3.1273,KH.C3.906,KH.C3.906,Q9HB40,Retinoid-inducible serine carboxypeptidase
KY21.Chr3.1274,,,Q2M3R5,Solute carrier family 35 member G1
KY21.Chr3.1275,KH.C3.436,KH.C3.436,P41250,Glycine--tRNA ligase
KY21.Chr3.1276,KH.C3.407,KH.C3.407,O94761,ATP-dependent DNA helicase Q4
KY21.Chr3.1277,KH.C3.883,KH.C3.883,Q8WW35,Dynein light chain Tctex-type protein 2B {ECO:0000305}
KY21.Chr3.1278,KH.C3.210,KH.C3.210,Q16775,"Hydroxyacylglutathione hydrolase, mitochondrial {ECO:0000303|PubMed:15117945}"
KY21.Chr3.1279,KH.C3.749,KH.C3.749,Q9NXF1,Testis-expressed protein 10
KY21.Chr3.128,KH.L90.11,KH.L90.11,Q9NWL6,Asparagine synthetase domain-containing protein 1
KY21.Chr3.1280,KH.C3.196,KH.C3.196,P99999,Cytochrome c
KY21.Chr3.1281,KH.C3.448,KH.C3.448,P99999,Cytochrome c
KY21.Chr3.1282,KH.C3.417,KH.C3.417,Q86UL8,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2"
KY21.Chr3.1285,KH.C3.208,KH.C3.208,Q6YI46,Transmembrane protein 64
KY21.Chr3.1286,KH.C3.666,KH.C3.666,O76083,"High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A {ECO:0000305}"
KY21.Chr3.1287,KH.C3.308,KH.C3.308,Q7RTS1,Class A basic helix-loop-helix protein 15
KY21.Chr3.129,KH.L90.1,KH.L90.1,P56134,"ATP synthase subunit f, mitochondrial {ECO:0000305}"
KY21.Chr3.1292,,,P29400,Collagen alpha-5(IV) chain
KY21.Chr3.1293,KH.C3.818,KH.C3.818,Q9C0G0,Zinc finger protein 407
KY21.Chr3.1294,KH.C3.598,KH.C3.598,Q8N5U1,Membrane-spanning 4-domains subfamily A member 15
KY21.Chr3.1295,KH.C3.212,KH.C3.212,Q3C1V0,Membrane-spanning 4-domains subfamily A member 18
KY21.Chr3.1296,KH.C3.909,KH.C3.909,Q9BY19,Membrane-spanning 4-domains subfamily A member 8
KY21.Chr3.1297,KH.C3.912,KH.C3.912,Q9NXJ0,Membrane-spanning 4-domains subfamily A member 12
KY21.Chr3.1298,KH.C3.340,KH.C3.340,A5PLL7,Plasmanylethanolamine desaturase 1 {ECO:0000312|HGNC:HGNC:16735}
KY21.Chr3.1299,KH.L129.4,KH.L129.4,Q9H5L6,DNA transposase THAP9
KY21.Chr3.13,,,P12883,Myosin-7
KY21.Chr3.1303,,,Q6ZSM3,Monocarboxylate transporter 12 {ECO:0000305}
KY21.Chr3.1305,KH.C3.31,KH.C3.31,P41145,Kappa-type opioid receptor
KY21.Chr3.1307,KH.C3.667,KH.C3.667,Q9P2N7,Kelch-like protein 13
KY21.Chr3.1308,,,Q9P2J3,Kelch-like protein 9
KY21.Chr3.1310,KH.C3.709,KH.C3.709,P08910,Monoacylglycerol lipase ABHD2 {ECO:0000305}
KY21.Chr3.1311,KH.C3.396,KH.C3.396,Q2Q1W2,E3 ubiquitin-protein ligase TRIM71 {ECO:0000305}
KY21.Chr3.1312,KH.C3.483,KH.C3.483,Q9BRQ8,"Ferroptosis suppressor protein 1 {ECO:0000303|PubMed:31634899, ECO:0000303|PubMed:31634900}"
KY21.Chr3.1313,KH.C3.239,KH.C3.239,Q9BRQ8,"Ferroptosis suppressor protein 1 {ECO:0000303|PubMed:31634899, ECO:0000303|PubMed:31634900}"
KY21.Chr3.1314,KH.C3.646,KH.C3.646,Q6PJI9,GATOR2 complex protein WDR59 {ECO:0000305}
KY21.Chr3.1315,KH.C3.339,KH.C3.339,Q92696,Geranylgeranyl transferase type-2 subunit alpha
KY21.Chr3.1316,KH.C3.409,KH.C3.409,Q8N8E3,Centrosomal protein of 112 kDa
KY21.Chr3.1319,KH.C3.455,KH.C3.455,Q9Y5W8,Sorting nexin-13
KY21.Chr3.132,KH.S1961.1,KH.S1961.1,O94925,"Glutaminase kidney isoform, mitochondrial"
KY21.Chr3.1320,KH.C3.326,KH.C3.326,O14802,DNA-directed RNA polymerase III subunit RPC1
KY21.Chr3.1323,KH.C3.516,KH.C3.516,Q9H461,Frizzled-8
KY21.Chr3.1324,KH.C3.859,KH.C3.859,Q4G0F5,Vacuolar protein sorting-associated protein 26B
KY21.Chr3.1325,KH.C3.794,KH.C3.794,Q93088,Betaine--homocysteine S-methyltransferase 1 {ECO:0000303|PubMed:8798461}
KY21.Chr3.1326,KH.C3.364,KH.C3.364,Q9BRR8,G patch domain-containing protein 1
KY21.Chr3.1327,KH.C3.49,KH.C3.49,Q8NBX0,Saccharopine dehydrogenase-like oxidoreductase
KY21.Chr3.1328,KH.C3.579,KH.C3.579,Q2TB18,Single-strand DNA endonuclease ASTE1
KY21.Chr3.1330,KH.C3.736,KH.C3.736,P0DPH7,Tubulin alpha-3C chain
KY21.Chr3.1332,KH.C3.36,KH.C3.36,O43264,Centromere/kinetochore protein zw10 homolog
KY21.Chr3.1333,KH.C3.486,KH.C3.486,Q9ULY5,C-type lectin domain family 4 member E
KY21.Chr3.1335,KH.C3.382,KH.C3.382,O60870,DNA/RNA-binding protein KIN17
KY21.Chr3.1336,KH.C3.445,KH.C3.445,Q8IZF0,Sodium leak channel NALCN {ECO:0000305}
KY21.Chr3.1337,,,Q13585,Melatonin-related receptor
KY21.Chr3.1338,,,P29274,Adenosine receptor A2a
KY21.Chr3.1339,,,P29274,Adenosine receptor A2a
KY21.Chr3.134,,,Q68DN1,Spermatogenesis-associated protein 31H1 {ECO:0000305}
KY21.Chr3.1340,,,P30874,Somatostatin receptor type 2
KY21.Chr3.1345,,,Q8N5B7,Ceramide synthase 5 {ECO:0000305}
KY21.Chr3.1346,,,Q8N5B7,Ceramide synthase 5 {ECO:0000305}
KY21.Chr3.1347,KH.C3.177,KH.C3.177,Q15306,Interferon regulatory factor 4
KY21.Chr3.1348,KH.C3.255,KH.C3.255,Q96G23,Ceramide synthase 2 {ECO:0000303|PubMed:17977534}
KY21.Chr3.1349,KH.C3.402,KH.C3.402,Q02556,Interferon regulatory factor 8 {ECO:0000305}
KY21.Chr3.135,KH.S821.2,KH.S821.2,Q07837,Amino acid transporter heavy chain SLC3A1
KY21.Chr3.1352,KH.C3.217,KH.C3.217,Q7L5A8,"Fatty acid 2-hydroxylase {ECO:0000303|PubMed:15337768, ECO:0000303|PubMed:15863841, ECO:0000303|PubMed:17355976}"
KY21.Chr3.1353,KH.C3.917,KH.C3.917,A6NE02,BTB/POZ domain-containing protein 17
KY21.Chr3.1355,KH.C3.672,KH.C3.672,Q9NVC3,Sodium-coupled neutral amino acid transporter 7 {ECO:0000305}
KY21.Chr3.1356,KH.C3.751,KH.C3.751,O43623,Zinc finger protein SNAI2
KY21.Chr3.1357,KH.C3.563,KH.C3.563,P60709,"Actin, cytoplasmic 1"
KY21.Chr3.1358,KH.C3.830,KH.C3.830,O00338,Sulfotransferase 1C2
KY21.Chr3.136,,,Q9P2P1,Protein NYNRIN
KY21.Chr3.1360,,,O00338,Sulfotransferase 1C2
KY21.Chr3.1361,KH.C3.203,KH.C3.203,P50225,Sulfotransferase 1A1
KY21.Chr3.1364,KH.C3.360,KH.C3.360,P07996,Thrombospondin-1
KY21.Chr3.1365,KH.C3.706,KH.C3.706,O60242,Adhesion G protein-coupled receptor B3 {ECO:0000303|PubMed:25713288}
KY21.Chr3.1367,KH.C3.542,KH.C3.542,Q5QJU3,Alkaline ceramidase 2 {ECO:0000305}
KY21.Chr3.1369,KH.C3.410,KH.C3.410,Q86YV5,Inactive tyrosine-protein kinase PRAG1 {ECO:0000305}
KY21.Chr3.137,KH.S821.3,KH.S821.3,Q8N184,Zinc finger protein 567
KY21.Chr3.1370,KH.C3.120,KH.C3.120,Q6P5X5,Synaptic plasticity regulator PANTS {ECO:0000250|UniProtKB:Q3U595}
KY21.Chr3.1371,KH.C3.856,KH.C3.856,O15440,ATP-binding cassette sub-family C member 5
KY21.Chr3.1372,KH.C3.476,KH.C3.476,Q9BRP8,Partner of Y14 and mago {ECO:0000250|UniProtKB:P82804}
KY21.Chr3.1373,,,Q16678,Cytochrome P450 1B1 {ECO:0000303|PubMed:10426814}
KY21.Chr3.1374,,,Q86UE6,Leucine-rich repeat transmembrane neuronal protein 1
KY21.Chr3.1375,KH.C3.843,KH.C3.843,Q9BZI1,Iroquois-class homeodomain protein IRX-2
KY21.Chr3.138,KH.S821.1,KH.S821.1,Q7L211,Protein ABHD13 {ECO:0000305}
KY21.Chr3.1380,KH.C3.67,KH.C3.67,P78412,Iroquois-class homeodomain protein IRX-6
KY21.Chr3.1381,KH.C3.266,KH.C3.266,Q9NRC8,NAD-dependent protein deacetylase sirtuin-7
KY21.Chr3.1382,KH.C3.12,KH.C3.12,Q9BZ19,Ankyrin repeat domain-containing protein 60
